,track_id,track_name,artist_name,instrumentalness,key,speechiness,kmeans
48,6fxVffaTuwjgEk5h9QyRjy,Photograph,Ed Sheeran,0.000464,4.0,0.0476,1
49,6M21eWbEw74XDdoQsNIinq,Malaya (Camp Sawi Original Motion Picture Soundtrack),Moira Dela Torre,4.66e-06,7.0,0.0383,3
50,0KKkJNfGyhkQ5aFogxQAPU,That's What I Like,Bruno Mars,0.0,1.0,0.0406,2
51,6O6M7pJLABmfBRoGZMu76Y,Roses (feat. ROZES),The Chainsmokers,0.00413,4.0,0.0466,1
52,6XKm1z5lYIq486iWMLnSFY,Nobody's Better (feat. Fetty Wap),Suzi,0.0,0.0,0.106,2
53,4JIo8RztBbELr2gWJ5OGK6,Secret Love Song (feat. Jason Derulo),Little Mix,0.0,9.0,0.0479,0
54,3T8yMLawoliJaN1hAGFFmv,Sigurado,Up Dharma Down,0.0271,11.0,0.0385,0
55,7aV2mflaASUmGhCErm7kBO,The Mack,Nevada,0.0,0.0,0.0602,2
56,0azC730Exh71aQlOt9Zj3y,This Is What You Came For (feat. Rihanna),Calvin Harris,0.119,9.0,0.0332,0
57,4tCtwWceOPWzenK2HAIJSb,Work from Home (feat. Ty Dolla $ign),Fifth Harmony,3.94e-06,8.0,0.0432,3
58,5QVuf1MpdzFtFoJGwcKosa,Stay - On the Wings of Love Teleserye Theme,Daryl Ong,0.0,7.0,0.0296,3
59,4Q4jmPHwu0wrJvqrld0FQ6,I Would Like,Zara Larsson,0.0,2.0,0.0524,2
60,1a5Yu5L18qNxVhXx38njON,Hear Me Now,Alok,0.00261,11.0,0.0419,0
61,2HzfRSfCogBSsgW2CckVA2,Lot to Learn,Luke Christopher,0.0,6.0,0.208,3
62,2XYb0tB6gqXObZqNsAoMYk,Paasa - T.A.N.G.A.,Yeng Constantino,1.75e-06,0.0,0.103,2
63,7rQ7daaKRFhCz0TgFgAzU2,Sidekick,Dawin,0.0,7.0,0.0513,3
64,3hB5DgAiMAQ4DzYbsMq1IT,Love Yourself,Justin Bieber,0.0,4.0,0.438,1
65,01YEqVPCm0vqRLA9w43bic,Hanggang Kailan,Michael Pangilinan,0.0,9.0,0.0312,0
66,7FB8l7UA1HKqnuSLjP9qDc,Caroline,Aminé,0.0,10.0,0.467,0
67,17Fd6Yb7mSbinKG8LoWfFl,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,7.68e-06,7.0,0.112,3
68,7129iqBafaphfc3WPCGC0L,7 Years,Lukas Graham,0.0,10.0,0.0551,0
69,2s76aKBWKShlwPC4xTtEEE,Wake Up Where You Are,State of Sound,0.000626,9.0,0.0337,0
70,6nxQdXa1uAL0rY72wPZu89,Love Me Now,John Legend,0.0,8.0,0.0862,3
71,27SdWb2rFzO6GWiYDBTD9j,Cheap Thrills,Sia,0.00143,6.0,0.105,3
72,2PcbtMoqOlGSzOfyJlkB06,Your Love - Dolce Amore Teleserye Theme,Juris,0.0,2.0,0.0534,2
73,6vSforRhuzsA0D0SO9fG1S,One Call Away,Charlie Puth,0.0,1.0,0.0344,2
74,0CNjoQozZP0mB9rKVdrKGx,Toothbrush,DNCE,0.0,7.0,0.138,3
75,6k3b9NQnivP9wUhA7PgbOU,To Love Again,Daryl Ong,0.0,9.0,0.0287,0
76,29xs643Q96uQLD8f7SxYYw,Sa'yo,Silent Sanctuary,0.0,5.0,0.0343,1
77,7sW3f7PqDV7BQ7qqeVBJIA,Migraine,Moonstar88,2.82e-06,2.0,0.0288,2
78,4BHzQ9C00ceJxfG16AlNWb,Send My Love (To Your New Lover),Adele,3.16e-06,6.0,0.103,3
79,0mqJsNkF3MRtBkRhzVskVX,We Can't Be,Krissy,0.0,4.0,0.0279,1
80,4qqArAiTPueDxIp7cf87h7,Final Song,MØ,7.95e-05,1.0,0.0345,2
81,2YlZnw2ikdb837oKMKjBkW,Like I'm Gonna Lose You (feat. John Legend),Meghan Trainor,0.0,0.0,0.0434,2
82,1cG0umU5TKStygKsPFZ9pY,Shed a Light,Robin Schulz,0.0,8.0,0.102,3
83,75JFxkI2RXiU7L9VXzMkle,The Scientist,Coldplay,1.46e-05,5.0,0.0243,1
84,1rIKgCH4H52lrvDcz50hS8,Lush Life,Zara Larsson,0.0,7.0,0.046,3
85,7gHs73wELdeycvS48JfIos,Faded,Alan Walker,3.2e-06,6.0,0.0306,3
86,7yyRTcZmCiyzzJlNzGC9Ol,Broccoli (feat. Lil Yachty),Shelley FKA DRAM,0.0,8.0,0.131,3
87,7yHEDfrJNd0zWOfXwydNH0,Into You,Ariana Grande,1.12e-06,9.0,0.106,0
88,6i0V12jOa3mr6uu4WYhUBr,Heathens,Twenty One Pilots,3.58e-05,4.0,0.0286,1
89,7xHWNBFm6ObGEQPaUxHuKO,The Greatest (feat. Kendrick Lamar),Sia,0.000479,1.0,0.266,2
90,0Dljpp52vCmtXi0E94qjfo,"Maybe This Time - From ""Maybe This Time""",Sarah Geronimo,0.0,6.0,0.0362,3
91,0mBKv9DkYfQHjdMcw2jdyI,Chunky,Bruno Mars,0.0,5.0,0.116,1
92,69bp2EbF7Q2rqc5N3ylezZ,Sorry,Justin Bieber,0.0,0.0,0.045,2
93,1vvNmPOiUuyCbgWmtc6yfm,My Way,Calvin Harris,3.69e-05,4.0,0.0426,1
94,2aFiaMXmWsM3Vj72F9ksBl,Cake By The Ocean,DNCE,0.0,4.0,0.0518,1
95,1MkiRsYBkXbXvdiYvTTiQT,Someday,Nina,0.0,6.0,0.0406,3
96,6OZh916QF8XNunWaP97WEZ,Fast Car,Jonas Blue,0.0,9.0,0.0785,0
97,6xQs6y6CpDqK9VKCktApEL,Hiling,Mark Carpio,0.0,4.0,0.0361,1
98,6C2nrsOlb3jOUGcJAmPrTA,Tell Me Where It Hurts,MYMP,0.0,7.0,0.042,3
99,08WPvDEsHvTFuB9w8tC2OS,Now and Later,Sage The Gemini,0.0,11.0,0.188,0
100,4Z3qm2aWGTJuJKnv3EWwyD,Hide Away,Daya,3.46e-06,11.0,0.0843,0
101,0hNduWmlWmEmuwEFcYvRu1,Sunset Lover,Petit Biscuit,0.809,6.0,0.0503,3
102,3VcVQmMivq2ISfKUmIuvMK,Rainbow,South Border,2.02e-06,5.0,0.0307,1
103,4ZgZPrrSLi4sIiFkiahuxq,Hanap-Hanap,James Reid,0.0,9.0,0.0396,0
104,2S80c51YXgJQhkhX603fMA,Prinsesa,6cyclemind,0.00329,1.0,0.0372,2
105,14WWzenpaEgQZlqPq2nk4v,Work,Rihanna,0.0,11.0,0.0946,0
106,3E2Zh20GDCR9B1EYjfXWyv,Weak,AJR,0.0,5.0,0.0429,1
107,0fioLzGM8ngbD1w6fMmm45,I'm Not The Only One,Sam Smith,2.65e-05,5.0,0.0453,1
108,4LfkoDOt4mhrbo8Ndk37sQ,Marvin Gaye (feat. Wale) - Remix,Charlie Puth,0.0,1.0,0.0883,2
109,39V6cEoNFwDFRJEOKyj4OR,Let Me Be the One,Julie Anne San Jose,0.0,10.0,0.0399,0
110,4SRqDmPxYX0pUb5B5ut2Ri,So Sick,Ne-Yo,0.0,6.0,0.31,3
111,5rwq6R0Uq0BngM3rdmCeNg,Collide - Acoustic Version,Howie Day,2.95e-05,10.0,0.0259,0
112,2qqte0XT0eFFVLuNP7Qena,Paano Ba Ang Magmahal,Piolo Pascual,0.0,0.0,0.0314,2
113,1VvFtp71ibaXiHxurBlXuw,Before I Let You Go,Freestyle,0.0,4.0,0.0347,1
114,1WP1r7fuvRqZRnUaTi2I1Q,Stitches,Shawn Mendes,0.0,1.0,0.067,2
115,5nA67Y0XX9JipZwYxX7Gl7,This Town,Niall Horan,0.0,9.0,0.0311,0
116,0jdeV5dSB3kUBRqe1xQJbh,True,Ryan Cabrera,0.0,6.0,0.0241,3
117,1HwpWwa6bnqqRhK8agG4RS,Beautiful Soul,Jesse McCartney,0.0,9.0,0.0472,0
118,0PDUDa38GO8lMxLCRc4lL1,PILLOWTALK,ZAYN,0.0,11.0,0.0456,0
119,2Z8WuEywRWYTKe1NybPQEW,Ride,Twenty One Pilots,0.0,6.0,0.0393,3
120,0HMjXBAZmSYOTTi33WpMso,History,One Direction,0.0,11.0,0.0493,0
121,02WacdrRpm4zlP8H7X6bnQ,Dancing On My Own,Calum Scott,1.92e-05,1.0,0.0332,2
122,6mICuAdrwEjh6Y6lroV2Kg,Chantaje (feat. Maluma),Shakira,3.05e-05,8.0,0.0776,3
123,04CttTezSnv71USiiG9mIo,Lighthouse - Andrelli Remix,Hearts & Colors,0.0,11.0,0.0362,0
124,1A40ESJJPEEJrqjC9BUO2B,So Slow,Freestyle,0.0,0.0,0.0347,2
125,6Qyc6fS4DsZjB2mRW9DsQs,Iris,The Goo Goo Dolls,7.97e-06,11.0,0.0362,0
126,7zTx8ePYAmPFQuxP3xlXZn,Light,San Holo,2.49e-06,1.0,0.0573,2
127,1FUViuNSldssMIawrOXF2i,I Got You,Bebe Rexha,4.76e-06,9.0,0.0507,0
128,6XmskR1cMfgys1W7dExmgi,With a Smile (feat. Kelly Badon),South Border,3.01e-05,6.0,0.0296,3
129,2mrZYZGmPFV3QOyYPZ1zsn,Straight up & Down,Bruno Mars,0.0,3.0,0.0933,1
130,4r7vGTk9HCW7YDorNWoclF,Meron Nang Iba,Silent Sanctuary,0.000233,9.0,0.0319,0
131,1a1i2IwXnUN0PjllVEhA4B,Breakeven,The Script,0.0,10.0,0.0244,0
132,67EY6aDoIx8czEPS6a2AaI,The Man Who Can't Be Moved,The Script,0.0,10.0,0.0264,0
133,5dNfHmqgr128gMY2tc5CeJ,Ignition - Remix,R. Kelly,0.0,1.0,0.0423,2
134,6vtOX9riyVzwJxj2SYTuES,Terrified,Katharine McPhee,0.0,3.0,0.0374,1
135,0B0tYbVp7pDQAqKDhgMeaL,Too Good to Say Goodbye,Bruno Mars,0.0,2.0,0.0311,2
136,4vb4mFvYsr2h6enhjJsq9Y,Water Under the Bridge,Adele,1.54e-05,5.0,0.0704,1
137,2BrzlUj1u1CtvaJDGIKpsP,Make Me (Cry),Noah Cyrus,0.00146,0.0,0.0577,2
138,4Km5HrUvYTaSUfiSGPJeQR,Bad and Boujee (feat. Lil Uzi Vert),Migos,0.0,11.0,0.244,0
139,3AsAuGTaDQzavZZThyYlop,Sexual,NEIKED,0.0,2.0,0.0739,2
140,1gVgkQFOKa8Wc1HYsJtPdH,More Than Words,Extreme,0.0,6.0,0.0298,3
141,0v9Wz8o0BT8DU38R4ddjeH,No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,0.0,11.0,0.174,0
142,1Bqxj0aH5KewYHKUg1IdrF,Some Kind Of Drug (feat. Marc E. Bassy),G-Eazy,0.0,0.0,0.47,2
143,5Z6DLYbekZkL8OvH54S4n0,When You Say Nothing At All,Boyzone,2.37e-06,7.0,0.0233,3
144,6HUnnBwYZqcED1eQztxMBN,Solo Dance,Martin Jensen,0.0,6.0,0.0507,3
145,39afswHs17v53znQm1gDTY,Take A Bow,Rihanna,0.0,9.0,0.0659,0
146,0MqkYdGBzHx7lnaFvo7doR,Para Sa Akin,Sitti,2.55e-05,3.0,0.0419,1
147,1wDfQ3eLZb51M8jCkNwbyx,Words,Daya,0.0,7.0,0.0645,3
148,1wMALZpuqAy7amQsFBWQ8m,All I Ask,Adele,0.0,4.0,0.0279,1
149,6CiuHbascZBxfFqdixSXiW,Set You Free,MYMP,0.0,4.0,0.0346,1
150,3vOmmLuvEUgGaVuRsCs2QF,I Was Made For Loving You,Tori Kelly,0.0,2.0,0.0304,2
151,5y69gQtK33qxb8a24ACkCy,A Thousand Miles,Vanessa Carlton,0.0,11.0,0.0379,0
152,6cREm4bV7V79Yxdilx9HDo,Once In a While,Timeflies,0.0,0.0,0.141,2
153,37hmZirFpkUcMNlkf5i60r,O Pag-ibig,Bailey May,0.0,0.0,0.0277,2
154,26h6qDR3KtieqIWgnveqmC,Over And Over Again,Nathan Sykes,0.0,8.0,0.0387,3
155,042x9bsUBWW2fJgJ6fUh61,Not Going Home (feat. Gia Koka),DVBBS,2.23e-05,6.0,0.152,3
156,7sG2bWi2eDtvX9vX8yC1Gn,Inside Out,The Chainsmokers,7.98e-06,7.0,0.0315,3
157,3CJvmtWw2bJsudbAC5uCQk,Hands To Myself,Selena Gomez,2.44e-06,5.0,0.118,1
158,11KJSRSgaDxqydKYiD2Jew,Too Good,Drake,3.49e-05,7.0,0.117,3
159,3cNjgVBKTJ1SvKhunrCdVy,Please Don't Go,Joel Adams,1.94e-05,4.0,0.0587,1
160,7L605WhF5EGf34ggj87yK6,You And Me,Lifehouse,0.0,7.0,0.0267,3
161,6hmhG1b4LEyNuashVvuIAo,Never Forget You,Zara Larsson,9.86e-06,11.0,0.0457,0
162,5QpaGzWp0hwB5faV8dkbAz,Wherever You Will Go,The Calling,0.0,2.0,0.0267,2
163,3pzjHKrQSvXGHQ98dx18HI,What Do You Mean?,Justin Bieber,0.00142,5.0,0.0956,1
164,6TaqooOXAEcijL6G1AWS2K,All My Friends (feat. Tinashe & Chance the Rapper),Snakehips,8.41e-05,0.0,0.141,2
165,1sTUEdVO85YU8Ymk2jeAls,Oh Lord,MiC LOWRY,0.0,7.0,0.0675,3
166,2qLMf6TuEC3ruGJg4SMMN6,Lucky,Jason Mraz,0.0,0.0,0.0354,2
167,135ggzbjOogZ75IQ0LQi8r,Ang Huling El Bimbo,Eraserheads,0.0,6.0,0.0245,3
168,22l6ZMCgWB1wfd1GOBe3wm,Ikaw,Yeng Constantino,0.0,10.0,0.0307,0
169,0rFOs9paloAvEtzwDX1Kmc,Bubbly,Colbie Caillat,0.0,9.0,0.0351,0
170,14pj36HKHd6c72njvGVPWU,Pusong Ligaw,Jericho Rosales,6.69e-06,7.0,0.0276,3
171,1OAiWI2oPmglaOiv9fdioU,Hymn for the Weekend - Seeb Remix,Coldplay,4.68e-06,0.0,0.0517,2
172,5qmXgeIDa1lXB07pgAVlNM,Stickwitu,The Pussycat Dolls,0.0,9.0,0.0587,0
173,0zMzyHAeMvwq5CRstru1Fp,Lost Boy,Ruth B.,0.0,7.0,0.0496,3
174,6SULfvvRflfNzfwJlUGcpr,Bikini Body,Dawin,0.0,1.0,0.0438,2
175,2XMTqoHHSH0lvuXrvIEdco,Capsize,FRENSHIP,0.155,5.0,0.0305,1
176,0JzwzRDkwZr8s1WRfNgUqA,Till I Met You,Angeline Quinto,2.27e-06,2.0,0.0338,2
177,6cAKeFFYW2aClZSUyvqAEW,It's Gotta Be You,Isaiah Firebrace,0.0,8.0,0.0378,3
178,1I6pKIyaBp4OebTGLJpCCC,Perm,Bruno Mars,6.84e-05,8.0,0.0851,3
179,2Ae5awwKvQpTBKQHr1TYCg,Dynamite (feat. Pretty Sister),Nause,2.09e-05,9.0,0.0802,0
180,6t2ubAB4iSYOuIpRAOGd4t,Cake - Challenge Version,Flo Rida,1.63e-06,2.0,0.0523,2
181,7vFv0yFGMJW3qVXbAd9BK9,Your Body Is a Wonderland,John Mayer,0.0489,5.0,0.0236,1
182,5hWHHBX801NeP6jpt9mquW,Friend of Mine,Juris,6.84e-06,11.0,0.0271,0
183,6lanRgr6wXibZr8KgzXxBl,A Thousand Years,Christina Perri,0.000961,10.0,0.0267,0
184,34i4yxPrHWquuR4kjiivFO,Somebody Else,VÉRITÉ,0.000529,11.0,0.0582,0
185,7DpfL3u92JKKTys5w7jfY7,Starting over Again,Toni Gonzaga,1.21e-06,0.0,0.0293,2
186,3S0OXQeoh0w6AY8WQVckRW,I'm Yours,Jason Mraz,0.0,11.0,0.0468,0
187,26hcyzSE154xMZCbFdtInA,Taped up Heart (feat. Clara Mae),KREAM,0.0,0.0,0.0509,2
188,6CHpr3pY2MbJ5y1076UDnI,The Day You Said Goodnight - Acoustic Version,Hale,0.0,4.0,0.0351,1
189,5KTtIkH3i6sF58N3kyWVnS,Again,Leanne & Naara,0.0,0.0,0.0438,2
190,7nD9nN3jord9wWcfW3Gkcm,All In My Head (Flex) (feat. Fetty Wap),Fifth Harmony,0.0,0.0,0.053,2
191,12REd1n8PeiHHWOh066tpr,Never Be Like You,Flume,0.0,0.0,0.0565,2
192,0JiVRyTJcJnmlwCZ854K4p,Alone,Alan Walker,0.000405,10.0,0.0458,0
193,7x5xYW5W42OGPAdHUyyguy,Locked Away (feat. Adam Levine),R. City,0.0,1.0,0.0678,2
194,5qfZRNjt2TkHEL12r3sDEU,Everglow,Coldplay,0.0684,4.0,0.0292,1
195,7IWkJwX9C0J7tHurTD7ViL,When We Were Young,Adele,0.0,3.0,0.0486,1
196,6bLopGnirdrilrpdVB6Um1,The Greatest,Sia,0.00107,10.0,0.174,0
197,5qII2n90lVdPDcgXEEVHNy,Sunday Morning,Maroon 5,0.0,0.0,0.0475,2
198,6mb6lVLNrcUgLnEN8QnDJd,How Far I'll Go,Auli'i Cravalho,0.0,1.0,0.0499,2
199,40YcuQysJ0KlGQTeGUosTC,"Me, Myself & I",G-Eazy,0.0,0.0,0.0959,2
200,442j8VxaB60dWf9cBFuX5w,Almost Is Never Enough,Ariana Grande,0.0,2.0,0.0409,2
201,1wv76JKLy8fgpIa4n6JuMa,This Time (Original Movie Soundtrack),James Reid,0.0,7.0,0.0306,3
202,3mxCsKcdT7SdnsOt8Wyyvs,Someday We'll Know,Mandy Moore,0.0,1.0,0.0313,2
203,7of1slAJIWrXxP8ikAHxje,Miss You,James Hersey,0.00488,5.0,0.0531,1
204,6ObpR8ek44tvWefQRcSo8K,Calling All My Lovelies,Bruno Mars,2.38e-06,1.0,0.0399,2
205,1ejtHfSXQwvaAU7F82FXww,Lost Stars,Adam Levine,0.0,0.0,0.0266,2
206,1qoXYfWILyuN0EatImGlma,"Nothing's Gonna Stop Us Now - From ""Crazy Beautiful You""",Morissette,0.0,6.0,0.0296,3
207,2jyjhRf6DVbMPU5zxagN2h,Let Her Go,Passenger,0.0,7.0,0.0572,3
208,5jx8tCxiO0uIbo2uNia23K,The One That Got Away - Acoustic,Katy Perry,0.0,4.0,0.0396,1
209,628A1ThsViFrgjqgRAy4aa,Diwata,Abra,0.0,1.0,0.0359,2
210,6MrDG2mrajvQqZBavSJbP6,Sometimes Love Just Ain't Enough,Charice,0.0,10.0,0.035,0
211,6Gn02ZC8juXwQ10Xk7ACXx,The Reason,Hoobastank,0.0,4.0,0.0292,1
212,1HYzRuWjmS9LXCkdVHi25K,Stay With Me,CHANYEOL,0.0,0.0,0.033,2
213,3vsNteZn6E5qBSSBO78W7b,You're Beautiful,James Blunt,1.54e-05,0.0,0.0276,2
214,3AJwUDP919kvQ9QcozQPxg,Yellow,Coldplay,0.000121,11.0,0.0281,0
215,5fVZC9GiM4e8vu99W0Xf6J,How to Save a Life,The Fray,0.0,10.0,0.0379,0
216,0FuTx2s3YH1ppmtiM6l0zI,September Song,JP Cooper,0.0,0.0,0.0372,2
217,3lBRNqXjPp2j3JMTCXDTNO,Best Thing I Never Had,Beyoncé,1.57e-05,6.0,0.0324,3
218,0mUyMawtxj1CJ76kn9gIZK,Bad Day,Daniel Powter,0.00336,3.0,0.0309,1
219,6B6aCxSBsECsulzOkJRxGv,If You're Not The One,Daniel Bedingfield,0.0,10.0,0.0292,0
220,53QF56cjZA9RTuuMZDrSA6,I Won't Give Up,Jason Mraz,0.0,4.0,0.0398,1
221,7qiZfU4dY1lWllzX7mPBI3,Shape of You,Ed Sheeran,0.0,1.0,0.0802,2
222,6PCUP3dWmTjcTtXY02oFdT,Castle on the Hill,Ed Sheeran,1.14e-05,2.0,0.0989,2
223,0Zx8khUcEfCFK2AEoIhC92,Don't Leave,Snakehips,0.0,1.0,0.0753,2
224,1Slwb6dOYkBlWal1PGtnNg,Thinking out Loud,Ed Sheeran,0.0,2.0,0.0295,2
225,1VdZ0vKfR5jneCmWIUAMxK,The A Team,Ed Sheeran,0.0,9.0,0.0367,0
226,6vSwxzO2Qf4BinHSXRwZJe,Tenerife Sea,Ed Sheeran,1.07e-05,8.0,0.0376,3
227,0ecAxY4uqROZWKSUaRVCK7,"Hey Crush - From ""Vince & Kath & James""",Joshua Garcia,0.0,8.0,0.03,3
228,6c1MgHPPSxYnBCA2PbJEUN,Mahal Ko O Mahal Ako,KZ Tandingan,4.55e-05,5.0,0.0376,1
229,79yCQrawsilxU56g0UifKQ,Akin Ka Na Lang,The Company,0.0,8.0,0.073,3
230,5zMR44ZH4KVZj4FlhTj3SE,Magbalik,Callalily,4.93e-06,4.0,0.0326,1
231,7D4rSZoga8hqJqNOVcPde1,If We Fall in Love,Yeng Constantino,1.03e-05,5.0,0.0285,1
232,7gWKGNeHjIDUkNreiYYNdm,Oo,Up Dharma Down,4.16e-06,11.0,0.153,0
233,6bMSUhAmaAGTb5RTTuzWE3,Simpleng Tao,Gloc 9,0.0153,1.0,0.0409,2
234,0SuG9kyzGRpDqrCWtgD6Lq,Give Me Love,Ed Sheeran,0.0,1.0,0.0461,2
235,2ORrgw8M0ZbrFlm5cpaKCv,True Colors,Anna Kendrick,0.0,4.0,0.0277,1
236,1lntL1cI2UIWlxjL5QiN8g,The Other,Lauv,2.63e-06,7.0,0.0653,3
237,6gTJaPuj8DT8RjuDJyBgzP,Don't,Ed Sheeran,0.0,1.0,0.0659,2
238,50PWlIBU7PlGGwzgN8TiFJ,Million Reasons,Lady Gaga,0.0,0.0,0.0451,2
239,13HVjjWUZFaWilh2QUJKsP,Let It Go,James Bay,1.65e-05,1.0,0.0288,2
240,6A8dnC0xkiuWN4BshmTB2I,Oceans Away,A R I Z O N A,0.157,8.0,0.0334,3
241,4kflIGfjdZJW4ot2ioixTB,Someone Like You,Adele,0.0,9.0,0.0285,0
242,72jbDTw1piOOj770jWNeaG,Paris,The Chainsmokers,1.66e-06,2.0,0.0304,2
243,3SGWp9fJCzgK0WcpcKSQdy,Romantic - NOTD Remix,Stanaj,0.0,8.0,0.231,3
244,5XMkENs3GfeRza8MfVAhjK,Finesse,Bruno Mars,0.0,5.0,0.0718,1
245,0LtVx5vsq9nfpGsWgjUin6,"City Of Stars - From ""La La Land"" Soundtrack",Ryan Gosling,0.0,2.0,0.0349,2
